Title,Music_Composer,Genre
Kotha Pelli Koothuru,Ilaiyaraaja,"Romance
"
Maa Pallelo Gopaludu,K. V. Mahadevan,"Romance
"
Maha Manishi,Ilaiyaraaja,"Romance
"
Maha Sangramam,Chakravarthy,"Romance
"
Maharaju,Chakravarthy,"Romance
"
Manthra Dandam,Chakravarthy,"Romance
"
Mogudu Pellalu,Ramesh Naidu,"Romance
"
Muchataga Mugguru,K. V. Mahadevan,"Romance
"
Nyayam Meere Cheppali,Ilaiyaraaja,"Romance
"
Oka Radha Iddaru Krishnulu,Ilaiyaraaja,"Romance
"
Pachani Kapuram,Chakravarthy,"Romance
"
Palnati Simham,Chakravarthy,"Romance
"
Pattabhishekam,Ilaiyaraaja,"Romance
"
Pratighatana,Ilaiyaraaja,"Romance
"
Preminchu Pelladu,Ilaiyaraaja,"Romance
"
Puli,Ilaiyaraaja,"Romance
"
Ragile Gundelu,Chakravarthy,"Romance
"
Rakta Sindhuram,Chakravarthy,"Romance
"
Sri Datta Darsanam,Ilaiyaraaja,"Romance
"
Siksha,K. V. Mahadevan,"Romance
"
Sravanthi,Ilaiyaraaja,"Romance
"
Srivari Shobanam,Ramesh Naidu,"Romance
"
Surya Chandra,Ilaiyaraaja,"Romance
"
Tirugubatu,Ilaiyaraaja,"Romance
"
Vajrayudham,Chakravarthy,"Romance
"
Vande Mataram,Chakravarthy,"Romance
"
Vijetha,Chakravarthy,"Romance
"
Yuvataram Pilicindi,Ilaiyaraaja,"Romance
"
Aatma Bandhuvulu,Ilaiyaraaja,"Romance
"
Ajeyudu,Ilaiyaraaja,"Romance
"
Allari Krishnaiah,Ilaiyaraaja,"Romance
"
Aradhana,Ilaiyaraaja,"Romance
"
America Abbayi,Saluri Rajeswara Rao,"Romance
"
Agni Putrudu,Chakravarthy,"Romance
"
Aha Naa-Pellanta!,Ramesh Naidu,"Romance
"
Aranya Kanda,Chakravarthy,"Romance
"
Bhale Mogudu,Ilaiyaraaja,"Romance
"
Bhanumati Gari Mogudu,Chakravarthy,"Romance
"
Bharatamlo Arjunudu,Chakravarthy,"Romance
"
Bhargava Ramudu,Chakravarthy,"Romance
"
Brahma Nayudu,Ilaiyaraaja,"Romance
"
Chakravarthy,Chakravarthy,"Romance
"
Chinnari Devatha,Chandrabose,"Romance
"
Collector Gari Abbai,Chakravarthy,"Romance
"
Dabbevariki Chedu,K. V. Mahadevan,"Romance
"
Dammit Katha Addam Thirigindi,Ilaiyaraaja,"Romance
"
Dharmapatni,Ilaiyaraaja,"Romance
"
Donga Garu Swagatham,Ilaiyaraaja,"Romance
"
Donga Mogudu,Chakravarthy,"Romance
"
Gandhinagar Rendava Veedhi,Ilaiyaraaja,"Romance
"
Gundamma Gari Krishnulu,K. V. Mahadevan,"Romance
"
Jebu Donga,Chakravarthy,"Romance
"
Kaboye Alludu,Ilaiyaraaja,"Romance
"
Kirai Dada,Chakravarthy,"Romance
"
Lawyer Suhasini,Ilaiyaraaja,"Romance
"
Lawyer Bharathi Devi,Ilaiyaraaja,"Romance
"
Maa Ooru,Ilaiyaraaja,"Romance
"
Maa Voori Magadu,Chakravarthy,"Romance
"
Madana Gopaludu,Ilaiyaraaja,"Romance
"
Maharshi,Ilaiyaraaja,"Romance
"
Majnu,Laxmikant–Pyarelal,"Romance
"
Makutamleni Maharaju,Ilaiyaraaja,"Romance
"
Manmadha Leela Kamaraju Gola,Ilaiyaraaja,"Romance
"
Muddayi,Ilaiyaraaja,"Romance
"
Muddu Bidda,Ilaiyaraaja,"Romance
"
Muvva Gopaludu,Ilaiyaraaja,"Romance
"
Naku Pellam Kavali,Vasu Rao,"Romance
"
Pasivadi Pranam,Chakravarthy,"Romance
"
Prema Samrat,Satyam,"Romance
"
President Gari Abbai,Chakravarthy,"Romance
"
Pushpaka Vimanam,Ilaiyaraaja,"Romance
"
Ramu,Raj-Koti,"Romance
"
Sahasa Samrat,Ilaiyaraaja,"Romance
"
Samsaram Oka Chadarangam,Ilaiyaraaja,"Romance
"
Sankeertana,Ilaiyaraaja,"Romance
"
Sankharavam,Ilaiyaraaja,"Romance
"
Sardar Dharmanna,Ilaiyaraaja,"Romance
"
Sardar Krishnama Naidu,Ilaiyaraaja,"Romance
"
Shankar Guru,Ilaiyaraaja,"Romance
"
Srimathi Oka Bahumathi,Sankar Ganesh,"Romance
"
Srinivasa Kalyanam,K. V. Mahadevan,"Romance
"
Sruthilayalu,K. V. Mahadevan,"Romance
"
Swayamkrushi,Ramesh Naidu,"Romance
"
Thandri Kodukula Challenge,Ilaiyaraaja,"Romance
"
Thene Manasulu,Ilaiyaraaja,"Romance
"
Trimurtulu,Ilaiyaraaja,"Romance
"
Vijetha Vikram,Ilaiyaraaja,"Romance
"
Viswanatha Nayakudu,J. V. Raghavulu,"Romance
"
Aahuti,Satyam,"Romance
"
Aakhari Poratam,Ilaiyaraaja,"Romance
"
Abhinandana,Ilaiyaraaja,"Romance
"
Agni Keratalu,Chakravarthy,"Romance
"
Antima Teerpu,Ilaiyaraaja,"Romance
"
Asthulu Anthasthulu,Ilaiyaraaja,"Romance
"
Aswaddhama,Ilaiyaraaja,"Romance
"
Bava Marudula Saval,Ilaiyaraaja,"Romance
"
Bazaar Rowdy,Raj-Koti,"Romance
"
Bhama Kalapam,Ilaiyaraaja,"Romance
"
Bharatamlo Bala Chandrudu,Ilaiyaraaja,"Romance
"
Bharya Bhartala Bhagotham,Ilaiyaraaja,"Romance
"
Brahma Puthrudu,Chakravarthy,"Romance
"
Chikkadu Dorakadu,Chakravarthy,"Romance
"
Chinababu,Ilaiyaraaja,"Romance
"
Chinnodu Peddodu,S. P. Balasubrahmanyam,"Romance
"
Choopulu Kalasina Subhavela,Rajan-Nagendra,"Romance
"
Chuttalabbayi,Ilaiyaraaja,"Romance
"
Daasi,Ilaiyaraaja,"Romance
"
Donga Kollu,Vasu Rao,"Romance
"
Donga Pelli,Ilaiyaraaja,"Romance
"
Donga Ramudu,Tulasi,"Romance
"
Illu Illalu Pillalu,Vijayanand,"Romance
"
Inspector Pratap,Ilaiyaraaja,"Romance
"
Jamadagni,Ilaiyaraaja,"Romance
"
Janaki Ramudu,K. V. Mahadevan,"Romance
"
Jeevana Ganga,Ilaiyaraaja,"Romance
"
Jeevana Jyothi,Ilaiyaraaja,"Romance
"
Jhansi Rani,Ilaiyaraaja,"Romance
"
Kallu,Ilaiyaraaja,"Romance
"
Khaidi No. 786,Raj-Koti,"Romance
"
Maa Inti Maharaju,Vasu Rao,"Romance
"
Maharshi,Ilaiyaraaja,"Romance
"
Manchi Donga,Chakravarthy,"Romance
"
Marana Mrudangam,Ilaiyaraaja,"Romance
"
Mugguru Kodukulu,Ilaiyaraaja,"Romance
"
Murali Krishnudu,Ilaiyaraaja,"Romance
"
Pelli Chesi Choodu,Vasu Rao,"Romance
"
Prana Snehithulu,Ilaiyaraaja,"Romance
"
Raktabhishekam,Ilaiyaraaja,"Romance
"
Raktha Tilakam,Ilaiyaraaja,"Romance
"
Ramudu Bheemudu,Raj-Koti,"Romance
"
Rao Gari Illu,Ilaiyaraaja,"Romance
"
Rowdy No.1,Ilaiyaraaja,"Romance
"
Rudraveena,Ilaiyaraaja,"Romance
"
Sahasam Cheyara Dimbhaka,Chakravarthy,"Romance
"
Samsaram,Ilaiyaraaja,"Romance
"
Sri Kanaka Mahalakshmi Recording Dance Troupe,Ilaiyaraaja,"Romance
"
Station Master,Chakravarthy,"Romance
"
Swarnakamalam,Ilaiyaraaja,"Romance
"
Thodallullu,Ilaiyaraaja,"Romance
"
Tiragabadda Telugubidda,Ilaiyaraaja,"Romance
"
Trinetrudu,Raj-Koti,"Romance
"
Varasudochadu,Ilaiyaraaja,"Romance
"
Vivaha Bhojanambu,Raj-Koti,"Romance
"
Yamudiki Mogudu,Raj-Koti,"Romance
"
Yuddha Bhoomi,Chakravarthy,"Romance
"
20va Shatabdam,J. V. Raghavulu,"Romance
"
Aayudham,Ilaiyaraaja,"Romance
"
Adadhi,Ilaiyaraaja,"Romance
"
Abhisarika,Ilaiyaraaja,"Romance
"
Adavi Diviteelu,Ilaiyaraaja,"Romance
"
Aggiramudu,Chakravarthy,"Romance
"
Agni Sakshi,Ilaiyaraaja,"Romance
"
Alajadi,Raj-Koti,"Romance
"
Alludugaru,K. V. Mahadevan,"Romance
"
Anjali,Ilaiyaraaja,"Romance
"
Ankitham,Ilaiyaraaja,"Romance
"
Ankusam,Ilaiyaraaja,"Romance
"
Anna Thammudu,Ilaiyaraaja,"Romance
"
Balachandrudu,Ilaiyaraaja,"Romance
"
Bamma Maata Bangaru Baata,Chandrabose,"Romance
"
Bobbili Raja,Ilaiyaraaja,"Romance
"
Chaitanya,Ilaiyaraaja,"Romance
"
Chevilo Puvvu,K. V. Mahadevan,"Romance
"
Chinnari Muddula Papa,Ilaiyaraaja,"Romance
"
Dagudumuthala Dampathyam,Ilaiyaraaja,"Romance
"
Guru Sishyulu,Ilaiyaraaja,"Romance
"
Idem Pellam Baboi,Ilaiyaraaja,"Romance
"
Iddaru Iddare,Raj-Koti,"Romance
"
Inspector Rudra,K. V. Mahadevan,"Romance
"
Jagadeka Veerudu Athiloka Sundari,Ilaiyaraaja,"Romance
"
Jayammu Nischayammu Raa,Ilaiyaraaja,"Romance
"
Kadapa Redamma,Ilaiyaraaja,"Romance
"
Kartavyam,Ilaiyaraaja,"Romance
"
Kodama Simham,Raj-Koti,"Romance
"
Kokila,Ilaiyaraaja,"Romance
"
Kondaveeti Donga,Ilaiyaraaja,"Romance
"
Lorry Driver,Chakravarthy,"Romance
"
Magaadu,Ilaiyaraaja,"Romance
"
Mahajananiki Maradalu Pilla,Ilaiyaraaja,"Romance
"
Mama Alludu,Ilaiyaraaja,"Romance
"
Manasu Mamata,M. M. Keeravani,"Romance
"
Master Kapuram,Ilaiyaraaja,"Romance
"
Matti Manushulu,Ilaiyaraaja,"Romance
"
Mrugathrushna,Ilaiyaraaja,"Romance
"
Muddula Menalludu,Ilaiyaraaja,"Romance
"
Nari Nari Naduma Murari,K. V. Mahadevan,"Romance
"
Navayugam,Ilaiyaraaja,"Romance
"
Neti Siddhartha,Ilaiyaraaja,"Romance
"
Police Bharya,Ilaiyaraaja,"Romance
"
Prananiki Pranam,Ilaiyaraaja,"Romance
"
Prema Khaidi,Rajan-Nagendra,"Romance
"
Prema Yuddham,Ilaiyaraaja,"Romance
"
Prema Zindabad,Ilaiyaraaja,"Romance
"
Qaidi Dada,Ilaiyaraaja,"Romance
"
Raja Vikramarka,Raj-Koti,"Romance
"
Rambha Rambabu,Ilaiyaraaja,"Romance
"
Rao Gari Intlo Rowdy,Ilaiyaraaja,"Romance
"
Samrajyam,Ilaiyaraaja,"Romance
"
Sathruvu,Ilaiyaraaja,"Romance
"
Udhyamam,Ilaiyaraaja,"Romance
"
Yamadharma Raju,Raj-Koti,"Romance
"
Yauvana Poratham,Ilaiyaraaja,"Romance
"
Yuvabharatham,Ilaiyaraaja,"Romance
"
Aada Pilla,Ilaiyaraaja,"Romance
"
Aagraham,Ilaiyaraaja,Action
Aditya 369,Ilaiyaraaja,Action
Alludu Diddina Kapuram,Ilaiyaraaja,Comedy
Amma,Ilaiyaraaja,Drama
Amma Kadupu Challaga,Ilaiyaraaja,Drama
Amma Rajinama,Ilaiyaraaja,Drama
Appula Appa Rao,Ilaiyaraaja,Comedy
April 1 Vidudala,Ilaiyaraaja,Comedy
Assembly Rowdy,Ilaiyaraaja,Action
Ashwini,Ilaiyaraaja,Social
Athiradhudu,Ilaiyaraaja,"Romance
"
Athma Bandham,Ilaiyaraaja,Drama
Attintlo Adde Mogudu,Ilaiyaraaja,Comedy
Bharat Bandh,Ilaiyaraaja,Action
Bhargava,Ilaiyaraaja,Action
Brahmarshi Vishwamitra,Ilaiyaraaja,Fantasy
Chanti,Ilaiyaraaja,Drama
Chitram Bhalare Vichitram,Ilaiyaraaja,Comedy
Coolie No. 1,Ilaiyaraaja,Action
Edu Kondalaswamy,Ilaiyaraaja,"Romance
"
Edurinti Mogudu Pakkinti Pellam,Ilaiyaraaja,"Romance
"
Gang Leader,Ilaiyaraaja,"Romance
"
Iddaru Pellala Muddula Police,Ilaiyaraaja,"Romance
"
Indra Bhavanam,Ilaiyaraaja,"Romance
"
Jaitra Yatra,Ilaiyaraaja,"Romance
"
Kalikalam,Ilaiyaraaja,"Romance
"
Karthavyam,Ilaiyaraaja,"Romance
"
Keechu Raallu,Ilaiyaraaja,"Romance
"
Kobbari Bondam,Ilaiyaraaja,"Romance
"
Kshana Kshanam,Ilaiyaraaja,"Romance
"
Madhura Nagarilo,Ilaiyaraaja,"Romance
"
Mamagaru,Ilaiyaraaja,"Romance
"
Minor Raja,Ilaiyaraaja,"Romance
"
Naa Ille Naa Swargam,Ilaiyaraaja,"Romance
"
Naa Pellam Naa Ishtam,Ilaiyaraaja,"Romance
"
Nagastharam ,Ilaiyaraaja,"Romance
"
Nayakuralu,Ilaiyaraaja,"Romance
"
Nirnayam,Ilaiyaraaja,"Romance
"
Niyantha,Ilaiyaraaja,"Romance
"
Pandirimancham,Ilaiyaraaja,"Romance
"
Parama Sivudu,Ilaiyaraaja,"Romance
"
Parishkaram,Ilaiyaraaja,"Romance
"
Peddintalludu,Ilaiyaraaja,"Romance
"
Pelli Pustakam,Ilaiyaraaja,"Romance
"
People's Encounter,Ilaiyaraaja,"Romance
"
Prardhana,Ilaiyaraaja,"Romance
"
Prema Entha Madhuram,Ilaiyaraaja,"Romance
"
Prema Thapassu,Ilaiyaraaja,"Romance
"
Ramudu Kadu Rakshasudu,Ilaiyaraaja,"Romance
"
Rowdy Alludu,Ilaiyaraaja,"Romance
"
Rowdy Gaari Pellam,Ilaiyaraaja,"Romance
"
Sarpayagam,Ilaiyaraaja,Drama
Seetharamayya Gari Manavaralu,Ilaiyaraaja,"Romance
"
Shanti Kranti,Ilaiyaraaja,Musical
Siva Shakthi,Ilaiyaraaja,"Romance
"
Sri Edukondala Swaami,Ilaiyaraaja,"Romance
"
Stuartpuram Police Station,Ilaiyaraaja,"Romance
"
Surya IPS,Ilaiyaraaja,"Romance
"
Talli Tandrulu,Ilaiyaraaja,Drama
Teneteega,Ilaiyaraaja,"Romance
"
Vichitra Prema,Ilaiyaraaja,"Romance
"
Yerra Mandaram,Ilaiyaraaja,"Romance
"
Yugantam,Ilaiyaraaja,"Romance
"
Aa Okkati Adakku,Ilaiyaraaja,"Romance
"
Aapadbandhavudu,M. M. Keeravani,"Romance
"
Adharsham,M. M. Keeravani,"Romance
"
Adrushtam,Anand–Milind,"Romance
"
Agreement,M. M. Keeravani,"Romance
"
Ahankari,Raj-Koti,"Romance
"
Akka Mogudu,Raj-Koti,"Romance
"
Alexander,Raj-Koti,"Romance
"
Allari Mogudu,M. M. Keeravani,"Romance
"
Allari Pilla,Vidyasagar,"Romance
"
Ankuram,Hamsalekha,"Romance
"
Antham,Pendyala Nageswara Rao,"Romance
"
Appula Appa Rao,Rajan-Nagendra,"Romance
"
Asadhyulu,Ilaiyaraaja,"Romance
"
Aswamedham,Ilaiyaraaja,"Romance
"
Atta Sommu Alludu Danam,Ilaiyaraaja,"Romance
"
Ayyayyo Brahamayya,B. R. Suresh,"Romance
"
Babai Hotel,Suresh,"Romance
"
Balarama Krishnulu,Raj-Koti,"Romance
"
Bangaru Mama,Raj-Koti,"Romance
"
Bhadram Koduko,Ilaiyaraaja,"Romance
"
Bhale Khaideelu,Ilaiyaraaja,"Romance
"
Brundavanam,Madhavapeddi Suresh,"Romance
"
Chakravyuham,Ilaiyaraaja,"Romance
"
Champion,Vidyasagar,"Romance
"
Chanti,Ilaiyaraaja,"Romance
"
Chillara Mogudu Allari Koduku,Vidyasagar,"Romance
"
Chinarayudu,Ilaiyaraaja,"Romance
"
Chitram Bhalare Vichitram,Vidyasagar,"Romance
"
Chittemma Mogudu,Ilaiyaraaja,"Romance
"
Collectorgari Alludu,Raj-Koti,"Romance
"
College Bullodu,Raj-Koti,"Romance
"
Dabbu Bhale Jabbu,Ilaiyaraaja,"Romance
"
Dharma Kshetram,Ilaiyaraaja,"Romance
"
Doctor Ambedkar,Ilaiyaraaja,"Romance
"
Donga Police,Bappi Lahiri,"Romance
"
Doshi,Raj-Koti,"Romance
"
Gang War,Ilaiyaraaja,"Romance
"
Gharana Mogudu,M. M. Keeravani,"Romance
"
Golmaal Govindam,Chakravarthy,"Romance
"
Gowramma,Ilaiyaraaja,"Romance
"
Jaganaddam and Sons,Ilaiyaraaja,"Romance
"
Joker Mama Super Alludu,Ilaiyaraaja,"Romance
"
Kala Rathrilo Kanne Pilla,C. Sathyam,"Romance
"
Killer,Ilaiyaraaja,"Romance
"
Lathi,Ilaiyaraaja,"Romance
"
Madhavayya Gari Manavadu,Ilaiyaraaja,"Romance
"
Mother India,Ilaiyaraaja,"Romance
"
 Mogudu Pellala Dongata,Raj-Koti,"Romance
"
Moratodu Naa Mogudu,Ilaiyaraaja,"Romance
"
Naga Kanya,Ilaiyaraaja,"Romance
"
Naga Bala,Sankar Ganesh,"Romance
"
Nani,Chakravarthy,"Romance
"
Parvatalu Panakalu,Ramesh Naidu,"Romance
"
Pattudala,Ilaiyaraaja,"Romance
"
Peddarikam,Raj-Koti,"Romance
"
Pellam Chatu Mogudu,J. V. Raghavulu,"Romance
"
Pellam Chebithe Vinali,Chakravarthy,"Romance
"
Pellante Noorella Panta,Ilaiyaraaja,"Romance
"
Pellaniki Premalekha Priyuraliki Subhalekha,J. V. Raghavulu,"Romance
"
Pelli Neeku Sukham Naaku,Raj-Koti,"Romance
"
Police Brothers,Ilaiyaraaja,"Romance
"
Pranadaata,Raj-Koti,"Romance
"
Prema Drohi,Ilaiyaraaja,"Romance
"
Prema Shikharam,Ilaiyaraaja,"Romance
"
Prema Vijeta,Ilaiyaraaja,"Romance
"
President Gari Pellam,M. M. Keeravani,"Romance
"
Priyathama,Ilaiyaraaja,"Romance
"
Public Rowdy,Raj-Koti,"Romance
"
Raguluthunna Bharatham,Ilaiyaraaja,"Romance
"
Rakta Tarpanam,Bappi Lahiri,"Romance
"
Rowdy Inspector,Bappi Lahiri,"Romance
"
Sahasam,Ilaiyaraaja,"Romance
"
Samrat Ashoka,Ilaiyaraaja,"Romance
"
Seetapathi Chalo Tirupathi,Ilaiyaraaja,"Romance
"
Seetharatnam Gari Abbayi,Ilaiyaraaja,"Romance
"
Subba Rayudi Pelli,Ilaiyaraaja,"Romance
"
Sundarakanda,M. M. Keeravani,"Romance
"
Swati Kiranam,K. V. Mahadevan,"Romance
"
Teja,Ilaiyaraaja,"Romance
"
Valu Jada Tolu Beltu,Ilaiyaraaja,"Romance
"
Yagnam,Ilaiyaraaja,"Romance
"
Aagraham,Ilaiyaraaja,"Romance
"
Aadarsham,Ilaiyaraaja,"Romance
"
Aasayam,Ilaiyaraaja,"Romance
"
Abbaigaru,M. M. Keeravani,"Romance
"
Akka Pettanam Chelleli Kapuram,Ilaiyaraaja,"Romance
"
Allari Alludu,M. M. Keeravani,"Romance
"
Allari Priyudu,M. M. Keeravani,"Romance
"
Amma Koduku,Ilaiyaraaja,"Romance
"
Bangaru Bullodu,Raj-Koti,"Romance
"
Bava Bavamaridi,Raj-Koti,"Romance
"
Chirunavvula Varamistava,Ilaiyaraaja,"Romance
"
Chittemma Mogudu,M. M. Keeravani,"Romance
"
Detective Narada,Ilaiyaraaja,"Romance
"
Evandi Aavida Vachindi,Ilaiyaraaja,"Romance
"
Gaayam,Ilaiyaraaja,"Romance
"
Jamba Lakidi Pamba,Raj-Koti,"Romance
"
Joker,Vamshi,"Romance
"
Kannayya Kittayya,Ilaiyaraaja,"Romance
"
Kondapalli Raja,M. M. Keeravani,"Romance
"
Kongu Chatu Krishnudu,Sri,"Romance
"
Kunti Putrudu,Ilaiyaraaja,"Romance
"
Mahanadi,Ilaiyaraaja,"Romance
"
Major Chandrakanth,M. M. Keeravani,"Romance
"
Manavarali Pelli,Vidyasagar,"Romance
"
Matru Devo Bhava,Ilaiyaraaja,"Romance
"
Mayalodu,S. V. Krishna Reddy,"Romance
"
Mechanic Alludu,Raj-Koti,"Romance
"
Money,Sri,"Romance
"
Mister Pellam,M. M. Keeravani,"Romance
"
Mutha Mestri,Raj-Koti,"Romance
"
Nippu Ravva,Bappi Lahiri,"Romance
"
One By Two,Ilaiyaraaja,"Romance
"
Parugo Parugu,Raj-Koti,"Romance
"
Paruvu Pratishta,Raj-Koti,"Romance
"
Pekata Papa Rao,Raj-Koti,"Romance
"
Pillalu Diddina Kapuram,Ilaiyaraaja,"Romance
"
Prema Pusthakam,Ilaiyaraaja,"Romance
"
Rajendrudu Gajendrudu,S. V. Krishna Reddy,"Romance
"
Rajeswari Kalyanam,Ilaiyaraaja,"Romance
"
Rakshana,M. M. Keeravani,"Romance
"
Ratha Sarathi,Ilaiyaraaja,"Romance
"
Rendilla Poojari,M. M. Keeravani,"Romance
"
Rowdy Annayya,"Ashwathama
","Romance
"
Srinatha Kavi Sarvabhowmudu,Ilaiyaraaja,"Romance
"
Tholi Muddhu,Ilaiyaraaja,"Romance
"
Topi Raja Sweety Roja,Rajan-Nagendra,"Romance
"
Varasudu,M. M. Keeravani,"Romance
"
Aame,Vidyasagar,"Romance
"
Aavesham,M. M. Keeravani,"Romance
"
Alibaba Aradajanu Dongalu,Vidyasagar,"Romance
"
Allari Premikudu,M. M. Keeravani,"Romance
"
Allarodu,Ilaiyaraaja,"Romance
"
Ammayi Kapuram,Ilaiyaraaja,"Romance
"
Angarakshakudu,M. M. Keeravani,"Romance
"
Anna,M. M. Keeravani,"Romance
"
Bangaru Kutumbam,Raj-Koti,"Romance
"
Bhairava Dweepam,Madhavapeddi Suresh,"Romance
"
Bhale Pellam,Deva,"Romance
"
Bobbili Simham,M. M. Keeravani,"Romance
"
Brahmachari Mogudu,Raj-Koti,"Romance
"
Captain,Ilaiyaraaja,"Romance
"
Criminal,M. M. Keeravani,"Romance
"
Gandeevam,M. M. Keeravani,"Romance
"
Gangmaster,Ilaiyaraaja,"Romance
"
Gharana Alludu,M. M. Keeravani,"Romance
"
Govinda Govinda,Raj-Koti,"Romance
"
Hello Brother,Raj-Koti,"Romance
"
Jailor Gaari Abbayi,Ilaiyaraaja,"Romance
"
Kooturu,Nalluri Sudheer Kumar,"Romance
"
Lucky Chance,Ilaiyaraaja,"Romance
"
M Dharmaraju M.A.,Raj-Koti,"Romance
"
Madam,Ilaiyaraaja,"Romance
"
Maga Rayudu,Ilaiyaraaja,"Romance
"
Muddula Priyudu,M. M. Keeravani,"Romance
"
Mugguru Monagallu,Vidyasagar,"Romance
"
Number One,S. V. Krishna Reddy,"Romance
"
Palnati Pourusham,A. R. Rahman,"Romance
"
Pelli Koduku,M. M. Keeravani,"Romance
"
Pokkiri Raja,Raj-Koti,"Romance
"
Punyabhoomi Naa Desam,Bappi Lahiri,"Romance
"
S. P. Parasuram,M. M. Keeravani,"Romance
"
Shubhalagnam,S. V. Krishna Reddy,"Romance
"
Super Police,A. R. Rahman,"Romance
"
Teerpu,Ilaiyaraaja,"Romance
"
Top Hero,S. V. Krishna Reddy,"Romance
"
Vaddu Bava Thappu,Ilaiyaraaja,"Romance
"
Yamaleela,S. V. Krishna Reddy,"Romance
"
Aadaalla Majaka,Ilaiyaraaja,"Romance
"
Aayanaki Iddaru,Ilaiyaraaja,"Romance
"
Adavi Dora,Ilaiyaraaja,"Romance
"
Alluda Majaka,Raj-Koti,"Romance
"
Amma Donga,Raj-Koti,"Romance
"
Ammoru,Sri,"Romance
"
Aunty,Ilaiyaraaja,"Romance
"
Ayanaku Iddaru,Raj-Koti,"Romance
"
Bhale Bullodu,Ilaiyaraaja,"Romance
"
Big Boss,Raj-Koti,"Romance
"
Chilakapachcha Kaapuram,Ilaiyaraaja,"Romance
"
Criminal,M. M. Keeravani,"Romance
"
Ghatotkachudu,S. V. Krishna Reddy,"Romance
"
Gharana Bullodu,M. M. Keeravani,"Romance
"
God Father,Ilaiyaraaja,"Romance
"
Ketu Duplicate,Raj-Koti,"Romance
"
Lingababu Love Story,Ilaiyaraaja,"Romance
"
Maato Pettukoku,Madhavapeddi Suresh,"Romance
"
Maya Bazaar,Ilaiyaraaja,"Romance
"
Money Money,K. Srinivas,"Romance
"
Mounam,Ilaiyaraaja,"Romance
"
Mummy Mee Aayanochadu,Ilaiyaraaja,"Romance
"
Nirantharam,Ilaiyaraaja,"Romance
"
Pedarayudu,Raj-Koti,"Romance
"
Pelli Sandadi,M. M. Keeravani,"Romance
"
Pokiri Raja,Ilaiyaraaja,"Romance
"
Punya Bhoomi Naa Desam,Ilaiyaraaja,"Romance
"
Raja Simham,Ilaiyaraaja,"Romance
"
Rikshavodu,Raj-Koti,"Romance
"
Sankalpam,Ilaiyaraaja,"Romance
"
Sisindri,Raj-Koti,"Romance
"
Sogasu Chuda Taramaa?,Bharathwaj,"Romance
"
Stri,Ilaiyaraaja,"Romance
"
Subha Sankalpam,M. M. Keeravani,"Romance
"
Subhamastu,Ilaiyaraaja,"Romance
"
Taj Mahal,M. M. Sreelekha,"Romance
"
Vajram,Ilaiyaraaja,"Romance
"
Adirindi Alludu,M. M. Keeravani,"Romance
"
Akka! Bagunnava?,Raj-Koti,"Romance
"
Akkada Ammayi Ikkada Abbayi,Raj-Koti,"Romance
"
Akkum Bakkum,Vidyasagar,"Romance
"
Amma Ammani Choodalanivundi,Vandemataram Srinivas,"Romance
"
Amma Durgamma,Somayajula Murthy,"Romance
"
Bala Ramayanam,Madhavapeddi Suresh,"Romance
"
Bombay Priyudu,M. M. Keeravani,"Romance
"
